ID,actionEnableMsgId,actionFailedMsgId,spQualifiedPassEventFlag,playerAnimId,chrAnimId,validDist,spQualifiedId,spQualifiedId2,objDummyId,isEventKickSync,objAnimId,validPlayerAngle,spQualifiedType,spQualifiedType2,validObjAngle,chrSorbType,eventKickTiming,pad1,actionButtonParamId,enableTreasureDelaySec,preActionSfxDmypolyId,preActionSfxId,pad2
227013,-1,4010,0,60170,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
1227013,-1,4080,181,60170,7110,150,4150,0,120,0,1,30,2,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227020,-1,4010,0,60000,7110,150,4150,0,121,0,0,30,2,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227030,-1,4010,0,60170,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227032,-1,4010,0,60170,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227033,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
1227033,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227040,-1,4010,0,60190,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
227050,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
227051,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
227052,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
227070,-1,4010,0,60000,7110,150,0,0,121,0,0,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
239001,-1,-1,0,60160,7120,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
239020,-1,-1,0,60202,7110,150,0,0,191,0,0,30,0,0,30,0,0,System.Byte[],8310,0,-1,-1,System.Byte[]
239021,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
1239021,-1,4000,0,60200,7110,150,4150,0,191,1,0,30,2,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
257002,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
257013,-1,4010,0,60000,7110,150,4150,0,121,0,0,30,2,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
257016,-1,-1,0,60180,7120,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
257018,-1,4010,0,60030,7120,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
267023,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
267038,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
277000,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
277009,-1,-1,0,60370,7120,150,0,0,120,0,0,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277010,-1,4010,0,60000,7110,150,0,0,120,0,0,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277013,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277014,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277015,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277016,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277017,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277018,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
1277018,-1,4020,0,60030,7110,150,8134,0,120,0,1,30,1,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
2277018,-1,4080,0,60030,7110,150,4150,0,120,0,1,30,2,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
277021,-1,-1,0,60200,7110,150,0,0,191,1,0,30,0,0,30,0,1,System.Byte[],8301,0,-1,-1,System.Byte[]
277081,-1,-1,0,60231,7110,150,0,0,103,0,1,30,0,0,30,0,0,System.Byte[],8403,0,-1,-1,System.Byte[]
300004,-1,4010,0,60030,7110,150,0,0,120,0,1,30,0,0,30,0,1,System.Byte[],7200,0,-1,-1,System.Byte[]
300005,10010400,-1,0,60080,7521,70,0,0,110,0,1,60,0,0,60,0,1,System.Byte[],8000,0,-1,-1,System.Byte[]
300300,10010400,4010,0,60020,7121,70,4150,0,100,0,1,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300310,10010400,4010,0,60000,7110,70,4150,0,100,0,0,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300311,10010400,4020,0,60000,14000,70,2300,4150,100,0,0,60,1,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300312,10010400,4010,0,60000,14000,70,0,0,100,0,0,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300320,10010400,4010,0,60020,7121,70,4150,0,100,0,1,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300371,10010400,-1,0,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
300500,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
300510,10010400,-1,0,60202,14021,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
304873,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
302420,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
314027,10010400,-1,0,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
324012,10010400,-1,0,60200,14021,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
324051,10010400,-1,0,60200,14021,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
331312,10010400,-1,0,60202,14021,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
331321,10010400,-1,0,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
350003,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
350005,10010400,-1,0,60190,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
350021,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
350206,10010400,-1,0,60190,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
351000,10010400,-1,0,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
360320,10010400,-1,0,60030,7120,70,0,0,121,0,1,60,0,0,60,0,1,System.Byte[],7101,0,-1,-1,System.Byte[]
360330,10010400,-1,0,60030,7120,70,0,0,121,0,1,60,0,0,60,0,1,System.Byte[],7101,0,-1,-1,System.Byte[]
370301,10010400,4010,0,60000,7121,70,4150,0,100,0,0,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
370502,10010400,-1,0,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
390301,10010400,4010,0,60000,7120,70,4150,0,100,0,1,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
394051,10010400,-1,0,60200,14021,70,0,0,191,0,1,60,0,0,60,0,1,System.Byte[],8300,0,-1,-1,System.Byte[]
394027,10010400,-1,0,60000,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
394028,10010400,4010,0,60000,7120,70,4150,0,100,0,1,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
400340,10010400,4010,0,60000,7120,70,0,0,121,0,0,60,0,0,60,0,1,System.Byte[],7101,0,-1,-1,System.Byte[]
10000,10010500,-1,0,60200,7100,150,0,0,191,0,1,60,0,0,30,0,0,System.Byte[],-1,0,-1,-1,System.Byte[]
1227050,-1,-1,0,60200,7110,150,0,0,191,0,0,30,0,0,30,0,0,System.Byte[],8401,0,-1,-1,System.Byte[]
1300311,10010400,4020,0,60002,14000,70,2300,4150,120,0,1,60,1,2,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
2300311,10010400,4020,0,60000,14000,70,2300,4150,121,0,1,60,1,2,60,0,1,System.Byte[],8920,0,-1,-1,System.Byte[]
90000,10010400,-1,0,60040,7120,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90001,10010400,4020,0,60040,7120,70,2001,2100,120,0,1,60,1,1,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90002,10010400,4010,0,60030,7120,70,4150,0,120,0,1,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90010,10010400,-1,0,60000,7110,70,0,0,120,0,0,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90011,10010400,4020,0,60000,7110,70,2001,2100,120,0,0,60,1,1,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90012,10010400,4010,0,60000,7110,70,4150,0,120,0,0,60,2,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90013,10010400,4020,0,60002,14000,70,0,0,120,0,1,60,0,0,60,0,1,System.Byte[],7100,0,-1,-1,System.Byte[]
90014,10010400,4020,0,60030,14000,70,0,0,100,0,1,60,0,0,60,0,1,System.Byte[],7110,0,-1,-1,System.Byte[]
90015,10010400,4020,0,60000,14000,70,0,0,121,0,1,60,0,0,60,0,1,System.Byte[],8920,0,-1,-1,System.Byte[]
90016,10010400,-1,0,230000,14000,20,0,0,101,0,0,60,0,0,60,0,1,System.Byte[],7500,0,-1,-1,System.Byte[]
90017,10010400,-1,0,0,0,20,0,0,0,0,9999,60,0,0,60,0,1,System.Byte[],7800,0,-1,-1,System.Byte[]
90018,10010400,-1,0,0,7120,20,0,0,100,0,0,60,0,0,60,1,1,System.Byte[],6560,0,-1,-1,System.Byte[]
100000,10010400,-1,0,0,7120,200,0,0,100,0,0,60,0,0,60,0,1,System.Byte[],7600,0,-1,-1,System.Byte[]
100001,10010400,-1,0,60100,0,200,0,0,90,0,0,60,0,0,60,1,1,System.Byte[],7700,0,-1,-1,System.Byte[]
100002,10010400,-1,0,240000,0,200,0,0,200,0,0,60,0,0,60,1,1,System.Byte[],7900,0,-1,-1,System.Byte[]
